31,會話複習1-30,AOvDZ0xr0
35,複習221-240,PvN9OaFW7bU

1,謝謝,7t5GV84xNv0
2,對不起,PsmGAGcPBVM
3,提議,wgIhYOOvnKE
4,再確認,eyoUgdbt8sg
5,複習,KS57fLeLwuw
6,配慮,WhIxawu7vh4
7,觀點,Ua-s8qtZQ30
8,停頓語,b26-2EXoYds
9,疑問導入,7yQD9VT05sk
10,複習,U5iQVXQ7wLM
11,你好嗎,t6s1ifdZR14
12,你好嗎2,1VsUTbGtsTs
13,最近如何,ku6j69EPHqA
14,你看來,hKbQ1_buQ0o
15,複習,mAHEv6iki_U
17,初次見面,vtLietYf9Hg
18,初次見面2,gWCcDD-4quU
19,很高興見到你,3rPN6zAUc0k
20,複習-初次見面,FLiVTHaklpw
21,有空嗎？,4tgSYDEj_3g
22,有空嗎2？,eSVG9lUk5sU
23,有空嗎3？,1URWW6kIc
24,說秘密,-QAuwycGJEE
25,複習-有空嗎,q54rFOzCMXY
26,問意見,UxtVaXqsRd4
27,你知道嗎？-新聞,p0E_oFqSedI
28,你說什麼？-什麼意思？,cegmYnHIALQ
29,你說什麼2？,vPyewvwVxBw
30,複習-你說什麼,sKUHYCLnZ3Y
31,為什麼？,rbbFBKdlF-w
32,為什麼2？,v1OME0mVjVc
33,為什麼3？,8dfErlIUOco
34,為什麼4？,Xcbpz6wyVCc
35,複習-為什麼,oxHQQtn-Hso
36,確認對方的意思,dQpQKRh2q-g
37,我剛說的是,HL8H1BZHLyo
38,我想說的是,Qt2MT8-cNf0
39,我知道你想說的,GR4oYc6nwyU
40,複習-確認,Y2ie5GKlxlo
233,此外,ceDT_uEi_ac

